Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,CustomerID,Age,Age Group,Gender
5042-1,30-04-2013,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Apex Straight Scissors,Office Supplies,Small Pack,Express Air,02-05-2013,5.19,12.98,7.79,49.0,623.22,4.0,56.09,567.13,3.14,571.13,388658,34,25-34,Female
5042-1,25-06-2013,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,26-05-2013,3.32,5.18,1.86,30.0,130.42,9.0,3.01,128.43,2.04,129.03,373137,44,35-44,Male
5042-1,23-03-2013,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,High,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,26-03-2013,0.87,1.81,0.94,30.0,61.1,3.0,2.34,58.66,0.75,61.51,561732,27,25-34,Male
5043-1,18-04-2015,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 487 Labels,Furniture,Small Pack,Express Air,19-04-2015,2.29,3.69,1.4,7.0,144.5,1.0,14.87,147.65,0.5,158.36,863836,34,25-34,Female
5046-1,11-01-2015,Katherine Nockton,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Small Box,Regular Air,12-01-2015,3.88,6.47,2.59,34.0,113.68,3.0,7.95,110.05,1.22,119.55,359041,27,25-34,Male
5047-1,19-04-2015,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Poly Binder Pockets,Technology,Small Pack,Regular Air,19-04-2015,2.26,3.58,1.32,11.0,131.14,2.0,6.33,112.43,5.47,119.43,277490,65,65+,Male
5047-1,01-05-2015,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Small Box,Regular Air,02-05-2015,8.71,14.28,5.57,32.0,335.35,10.0,33.53,303.24,2.99,321.03,552650,47,45-54,Male
5047-1,16-03-2015,Candos Bawlak,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 487 Labels,Office Supplies,Small Pack,Regular Air,16-03-2015,2.29,3.69,1.4,50.0,215.76,8.0,12.78,113.07,0.5,129.55,782508,75,65+,Male
5047-1,04-10-2014,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Small Business,Tina Carlton,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,06-10-2014,13.88,22.38,8.5,6.0,471.0,3.0,0.0,470.84,15.1,485.3,653589,32,25-34,Male
5048-1,26-05-2013,Denny Ordway,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths Standard Envelopes,Technology,Large Box,Regular Air,26-05-2013,3.52,5.68,2.16,29.0,136.32,0.0,9.05,128.14,1.39,129.53,783288,35,35-44,Male
5048-1,22-09-2014,Magdelene Mosse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,22-09-2014,1.18,1.88,0.7,34.0,41.0,3.0,3.3,38.94,1.49,40.93,815222,65,65+,Female
5048-1,15-06-2013,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,17-06-2013,3.52,5.68,2.16,39.0,138.52,8.0,9.0,128.02,1.39,129.53,258226,35,35-44,Male
5049-1,20-10-2015,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,24-10-2015,1.09,2.6,1.51,1.0,7.95,0.0,0.63,7.24,2.4,10.15,956214,55,55-64,Male
5049-1,29-05-2013,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Office Shears by Apex,Technology,Jumbo Drum,Delivery Truck,29-05-2013,0.94,2.08,1.14,13.0,8.32,4.0,0.17,8.15,2.56,10.71,630370,50,45-54,Male
5050-1,06-09-2016,Benjamin Patterson,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Consumer,Natasha Song,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,08-09-2016,54.29,90.48,36.19,46.0,6480.48,4.0,68.84,5365.38,19.99,5399.59,356356,65,65+,Female
5050-1,19-04-2013,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Express Air,20-04-2013,5.33,8.6,3.27,25.0,309.6,10.0,18.58,291.02,6.19,297.21,749687,50,45-54,Male
5050-1,30-07-2013,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,31-07-2013,10.07,15.98,5.91,38.0,859.24,3.0,57.59,817.53,4.0,823.63,213835,35,35-44,Female
5051-1,27-03-2013,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,27-03-2013,3.32,5.18,1.86,41.0,147.24,8.0,8.68,126.76,2.04,124.27,178638,72,65+,Male
5052-1,06-03-2014,Delfina Latchford,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,07-03-2014,1.84,2.88,1.04,7.0,498.5,4.0,39.85,455.5,0.99,456.12,611468,73,65+,Female
5055-1,16-11-2016,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,16-11-2016,13.88,22.38,8.5,30.0,135.34,8.0,0.0,138.44,15.1,142.46,157609,60,55-64,Female
5055-1,11-09-2013,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths Premium Bright 1-Pary Blumk Carr Poncils,Technology,Small Box,Regular Air,13-08-2013,1.59,3.28,1.71,1.0,356.12,0.0,0.0,356.12,0.98,362.47,763204,42,35-44,Male
5055-1,22-05-2015,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,24-05-2015,4.79,11.97,7.18,12.0,365.92,2.0,0.0,356.12,5.81,362.47,462851,68,65+,Female
5055-1,23-02-2014,Erica Hackney,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,26-02-2014,1.53,2.78,1.25,25.0,356.92,7.0,0.0,356.12,1.34,362.47,108497,52,45-54,Female
5055-1,18-09-2013,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,25-09-2013,1.53,2.78,1.25,23.0,356.12,2.0,0.0,356.12,1.34,362.47,681813,49,45-54,Male
5055-1,27-04-2013,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Technology,Large Box,Regular Air,28-04-2013,12.39,19.98,7.59,16.0,356.12,0.0,0.0,356.12,5.77,362.47,270317,25,25-34,Female
5055-1,27-03-2014,Miran Bettner,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,03-04-2014,12.39,19.98,7.59,32.0,356.12,10.0,0.0,356.12,5.77,362.47,203016,77,65+,Female
5055-1,26-04-2013,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,26-04-2013,4.79,11.97,7.18,39.0,356.12,8.0,0.0,356.12,5.81,362.47,167540,28,25-34,Male
5055-1,23-04-2013,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,25-04-2013,4.79,11.97,7.18,43.0,356.12,3.0,0.0,356.12,5.81,362.47,202779,63,55-64,Female
5055-1,03-04-2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,03-04-2016,3.65,5.98,2.33,12.0,55.6,10.0,2.52,53.28,1.49,53.22,886277,69,65+,Male
5055-1,27-04-2013,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths Premium Bright 1-Part Envelopes,Office Supplies,Small Box,Regular Air,28-04-2013,2.25,3.69,1.44,29.0,356.12,3.0,0.0,356.12,2.5,362.47,993494,24,18-24,Male
5056-1,07-05-2014,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,09-05-2014,1.09,1.82,0.73,2.0,53.76,3.0,2.04,52.72,1.0,53.22,120082,66,65+,Male
5056-1,24-02-2014,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 474 Labels,Furniture,Large Box,Regular Air,25-02-2014,1.84,2.88,1.04,2.0,55.44,7.0,0.91,54.33,0.99,54.32,842762,38,35-44,Female
5058-1,02-02-2017,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,04-02-2017,13.64,20.98,7.34,49.0,806.22,7.0,43.57,851.97,1.49,893.74,732391,64,55-64,Female
5058-1,20-04-2013,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,22-04-2013,3.52,5.68,2.16,33.0,136.24,4.0,1.28,127.16,1.39,129.22,677550,27,25-34,Female
5059-1,08-04-2015,Carol Triggs,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,09-04-2015,3.32,5.18,1.86,7.0,449.84,7.0,4.48,442.84,2.04,428.85,649914,46,45-54,Female
5059-1,26-03-2013,Mick Brown,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,28-03-2013,3.32,5.18,1.86,8.0,139.44,9.0,4.31,132.65,2.04,133.46,436172,36,35-44,Female
5059-1,04-04-2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,05-04-2014,2.29,3.69,1.4,47.0,160.54,3.0,1.61,158.93,0.5,159.63,803937,66,65+,Female
5059-1,29-05-2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,31-05-2015,5.33,8.6,3.27,32.0,61.36,3.0,4.84,56.9,6.19,59.61,753895,40,35-44,Female
5059-1,03-05-2014,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan 477 Labels,Technology,Medium Box,Regular Air,05-05-2014,3.14,4.91,1.77,25.0,176.32,5.0,19.61,158.93,0.5,159.93,636938,49,45-54,Male
5059-1,28-04-2013,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,28-04-2013,6.39,19.98,13.59,45.0,139.86,4.0,1.4,138.46,4.0,142.46,274125,23,18-24,Male
5059-1,27-06-2015,Arianne Irving,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,27-06-2015,2.29,3.58,1.29,37.0,151.46,6.0,9.12,127.56,1.63,129.51,970775,64,55-64,Female
5059-1,08-12-2013,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,08-12-2013,4.46,10.89,6.43,10.0,163.32,1.0,3.76,158.56,4.5,169.77,678456,25,25-34,Female
5059-1,24-06-2015,Beth Paige,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,25-06-2015,1.84,2.88,1.04,37.0,165.92,4.0,5.4,158.96,0.99,169.75,160835,76,65+,Male
5059-1,03-02-2015,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,15-02-2015,1.92,3.26,1.34,35.0,151.29,3.0,1.51,149.75,1.86,140.78,779093,52,45-54,Female
5059-2,20-01-2015,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,21-01-2015,3.32,5.18,1.86,41.0,53.24,8.0,1.19,52.93,2.04,53.23,640438,55,55-64,Male
5060-1,27-04-2013,Noah Childs,"165 Oxford Street,Darlinghurst",Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,28-04-2013,1.18,1.88,0.7,42.0,35.96,0.0,0.0,35.96,1.49,39.56,194958,33,25-34,Female
5060-1,05-05-2013,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,10-05-2013,10.07,15.98,5.91,50.0,538.38,9.0,58.19,522.39,4.0,539.79,194324,23,18-24,Male
5060-1,27-06-2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,29-06-2015,2.31,3.78,1.47,38.0,13.38,6.0,0.13,13.13,0.71,14.76,447400,57,55-64,Female
5062-1,30-04-2013,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,02-05-2013,10.07,15.98,5.91,31.0,623.22,0.0,56.09,567.13,4.0,571.13,502095,51,45-54,Male
5062-1,04-03-2015,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,06-03-2015,1.6,2.62,1.02,25.0,66.35,10.0,3.97,64.95,0.8,69.45,807629,31,25-34,Male
5063-1,15-02-2014,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,20-02-2014,4.53,7.3,2.77,37.0,77.8,4.0,2.52,74.94,7.72,72.43,545970,68,65+,Male
5064-1,02-05-2013,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,03-05-2013,5.33,8.6,3.27,23.0,599.76,5.0,59.98,539.78,6.19,542.77,264232,43,35-44,Female
5064-1,02-05-2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,02-05-2013,36.02,58.1,22.08,9.0,599.76,3.0,59.98,539.78,1.49,542.77,707998,56,55-64,Male
5064-1,14-08-2015,Jiner Carlon,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,15-08-2015,5.33,8.6,3.27,13.0,433.48,2.0,12.04,420.84,6.19,418.39,356346,54,45-54,Female
5064-1,11-10-2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,12-10-2013,2.74,4.49,1.75,38.0,48.4,9.0,2.47,45.34,1.49,46.91,800023,61,55-64,Female
5064-1,02-05-2013,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Arch Ring Binders,Technology,Jumbo Drum,Delivery Truck,03-05-2013,36.02,58.1,22.08,15.0,599.76,4.0,59.98,539.78,1.49,542.77,778721,31,25-34,Male
5064-1,02-05-2013,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,03-05-2013,1.94,3.08,1.14,19.0,599.76,10.0,59.98,532.78,0.99,542.77,384132,29,25-34,Female
5065-1,20-06-2013,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,22-06-2013,1.84,2.88,1.04,2.0,56.78,7.0,1.2,53.04,0.99,59.22,487978,55,55-64,Female
5066-1,02-05-2013,Troy Staebel,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,03-05-2013,16.85,27.18,10.33,26.0,1357.2,8.0,67.86,1289.34,8.33,1309.33,530036,34,25-34,Female
5068-1,30-07-2013,Panelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths Standard Envelopes,Technology,Small Pack,Express Air,31-07-2013,3.52,5.68,2.16,8.0,113.6,10.0,7.95,105.65,1.39,107.04,360079,37,35-44,Male
5068-1,03-05-2013,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,1726 Digital Answering Machine,Technology,Small Box,Regular Air,03-05-2013,8.82,20.99,12.17,12.0,579.2,0.0,0.0,538.3,4.81,599.11,176882,78,65+,Male
5069-1,11-02-2013,Biman Radorston,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Paper Clips,Office Supplies,Small Box,Regular Air,12-02-2013,1.53,2.47,0.94,42.0,119.8,5.0,4.89,116.37,1.02,119.69,521929,77,65+,Male
5070-1,29-10-2014,Mike Gockenbach,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,21-10-2014,3.52,5.68,2.16,29.0,91.14,3.0,5.65,87.49,1.39,88.39,531642,75,65+,Female
5070-1,30-07-2013,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,Technology,Small Box,Express Air,31-07-2013,5.5,12.22,6.72,27.0,431.78,10.0,58.53,392.63,2.85,399.93,124947,24,18-24,Female
5071-1,07-05-2013,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,09-05-2013,2.45,3.89,1.44,5.0,91.28,7.0,5.37,85.73,7.01,88.84,138458,42,35-44,Female
5071-1,04-10-2013,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Consumer,Charlie Bui,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,05-10-2013,2.87,6.84,3.97,43.0,230.96,6.0,6.75,213.83,4.42,214.03,595498,44,35-44,Male
5071-1,04-04-2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,05-04-2014,2.25,3.69,1.44,25.0,137.48,10.0,5.21,122.73,2.5,123.03,719150,18,18-24,Male
5071-1,18-07-2015,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,20-07-2015,3.4,5.4,2.0,47.0,80.86,3.0,18.25,88.11,7.78,79.98,416115,48,45-54,Male
5072-1,08-06-2014,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,10-06-2014,2.18,3.52,1.34,18.0,93.36,1.0,9.65,88.09,6.83,88.39,215792,44,35-44,Male
5075-1,05-05-2013,Dave Kipp,"222 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,10-05-2013,10.07,15.98,5.91,49.0,543.32,5.0,54.33,488.99,4.0,492.99,338188,72,65+,Male
5075-1,05-05-2013,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,06-05-2013,10.07,15.98,5.91,7.0,543.32,3.0,54.33,488.99,4.0,492.99,115405,42,35-44,Male
5076-1,01-08-2013,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Smiths File Caddy,Office Supplies,Wrap Bag,Regular Air,02-08-2013,4.03,9.38,5.35,23.0,273.32,9.0,4.76,261.79,7.28,263.86,271519,28,25-34,Female
5076-1,11-09-2013,Pauline Webber,"79 Elliott St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,21-09-2013,3.52,5.68,2.16,33.0,518.96,8.0,4.35,512.69,1.39,523.97,491196,42,35-44,Female
5076-1,07-03-2013,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,10-03-2013,1.19,1.98,0.79,43.0,58.0,1.0,3.42,53.58,4.77,54.28,207365,50,45-54,Male
5077-1,26-03-2013,Mick Brown,"324A King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,28-03-2013,2.5,5.68,3.18,46.0,133.44,4.0,4.0,129.44,3.6,132.08,564377,39,35-44,Female
5078-1,31-05-2013,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,31-05-2013,3.42,8.34,4.92,44.0,283.52,7.0,2.35,264.59,2.64,263.77,376314,22,18-24,Female
5078-1,27-12-2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,29-12-2014,3.52,5.68,2.16,16.0,125.02,10.0,3.15,126.71,1.39,128.72,394222,59,55-64,Male
5079-1,19-05-2014,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,19-05-2014,1.09,2.6,1.51,10.0,154.98,4.0,9.4,146.78,2.4,149.78,880254,60,55-64,Male
5079-1,14-01-2014,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,17-01-2014,2.26,3.58,1.32,4.0,152.04,9.0,12.52,122.78,5.47,124.76,521380,30,25-34,Male
5080-1,01-05-2015,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,02-05-2015,2.26,3.58,1.32,42.0,381.2,6.0,22.52,259.99,5.47,243.99,687590,55,55-64,Male
5083-1,14-05-2013,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,15-05-2013,54.52,100.97,46.45,42.0,1514.55,1.0,151.46,1363.1,7.18,1370.28,120840,33,25-34,Male
5083-1,10-05-2013,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,11-05-2013,54.52,100.97,46.45,34.0,1514.55,7.0,151.46,1363.1,7.18,1370.28,575054,26,25-34,Male
5083-1,03-02-2014,Mathew Reese,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,04-02-2014,54.52,100.97,46.45,23.0,1514.55,7.0,121.26,1363.1,7.18,1370.28,681177,75,65+,Male
